22;None;El número de muertos por el fuerte terremoto en Chile supera ya los 300 - http://bit.ly/9oilo0
23;None;( #Chile - Chile ) 28/02/10 Réplica a las 08:25 am, con una magnitud de 6,1 Richter y epicentro región del Maule (Fuente:USGS)
24;None;RT @Diario27 RT @Janopus: RT @Malbada: @Janopus #terremotochile quién va a hacer eso!!!
25;Comunicación;RT @conystipicic RT @jarcam2000: @conystipicic necesito saber de gente en parral la familia campos sepulveda calle dieciocho1046 parral
26;None;chile estoy destrozado con la noticia saben QUE LOS AMO  CON TODO EL CORAZON chicos vamos a mandarle mucha energía a los hermanos chilenos
27;None;si estás en Talca o alrededores, sintoniza 97.5 FM http://tinyurl.com/yldw5do es la única radio activa contactando familias #terremotochile
28;None;muchas replicas http://bit.ly/2ywev5
29;None;Se elevan a 300 las víctimas del terremoto en Chile, Dios mío por favor no mas.
30;None;LISTA DE DESAPARECIDOS! FAVOR DIFUNDIR http://www.tconnections.net/chile/ #terremotochile
31;None;Buscador de personas en chile #terremoto en chile  losmashablados8.blogspot.com/
32;None;El Tsunami fue 20 minutos despues del terremoto, a las 4.0 am y nadie en el gobierno se enteró a tiempo, a las 5 am decian q no iba a haber
33;None;OMG.. Recien dijeron que las replicas podrian seguir por MESES y no solo el chile, en todo el mundo :S
34;None;Despertando con la replica...k rico despertar asi jajaja
35;Alimento;En Stgo supermercados llenos antes de su apertura, santa isabel de portugall con diagonal paraguay #terremotochile #24h #noticias
36;None;@albertpelias tu, eres madrileño de nacimiento n?
37;Comunicación;@tvn_mauricio  Favor dar infomacion de cañete, y sectores aledaños, no restringan la cobertura en conce.
38;None;101 Replicas despues del Temblor =O
39;Comunicación;RT @andi_katrina: ni radio ni tv han hablado de tomé ni pueblos aledaños al rio itata, aldea vieja o ñipas. ayuda! #terremotochile #chile
40;Comunicación;@ayudachile por favor necesito informacion de Pinto tengo que viajar en un rato mas y no tendre ningun tipo de comunicacion. Gracias
41;None;RT @sorayaalcala: Por favor RT para ayudar al pueblo chileno http://www.tconnections.net/chile
42;None;TVN y Canal 24Horas siguen al aire con toda la información del terremoto en Chile. Carla Zunino en la conducción.
43;None;Cuando se abre el aeropuerto o se trabaja en alguna alternativa? #terremotochile
44;None;Nosotros, sin terremotos, tenemos 214 muertos y estamos sin luz ni agua.
45;None;@pichinila metete a radiobiobio y pincha en 8 señales, pero elige señal osorno. avisa si te funciona. estan on line trasm llamad dsd tchno
46;None;quien tiene el numero de @hayquestarloco?
47;Comunicación;Necesito saber de mis hijas q estan en chimbarongo
48;None;Mis pensamientos y corazon con el pais de Chile y todos afectados por el terremoto. Necesitan mas que palabras ahora. Les prometo accion!
49;None;Buenos días! Esperando buenas noticias hoy, que paren las replicas en Chile y podamos ayudar de alguna manera! #terremotochile
50;Seguridad;que no siga apareciendo lo peor de nosotros.. chaqueteo y saqueo!!! no es hora de culpar a las autoridades #terremotochile #Chile
51;Alimento;@carloszarate13 porfavor necesito saber si abriran algun supermercado enm san bernardo necesito cosas basicas rtt
52;None;Buen dia (: espero que todos esten bien, principalmente os chilenos e em especial @Anahi @GUILLERMOROSAS @kathitapopka Dios los bendiga
53;Comunicación;necesitamos saber de la villa antuco en chiguayante por favor si alguin sabe de algo
54;None;@kaffievillano hola alex @juanes y @ayudachile esta abierto para que busquen personas... retwitea esto Gracias!
55;None;@ayudachile Busco en la region del Bio- Bio cualquier información sobre camioneta NISSAN D21, Doble Cabina, color rojo, patente TS 4536
56;None;RT @jjoretamal:@gbustamante que bueno que estan todos bien!// gracias ud todo bien??// SIP esperando que paseb las replicas
57;None;RT #Chile @carolafuentes El Tsunami fue 20'' despues delterremoto a las 4am y nadie en el gobierno se enteró a las5am decian qno iba a haber
58;None;Cae en Lleida una banda dedicada a la explotación sexual de mujeres rusas http://bit.ly/9uKatR
59;None;Una Sra. chilena en Cnn dice que, por la magnitud del evento, la actuación de las autoridades no podr??a ser mejor...
60;None;#terremotochile http://chilepersonfinder.appspot.com/?lang=es para buscar o dar info sobre personas. USENLO!!!
61;None;"ruta 5 norte, operativa; en Stgo, vespucio norte cortado en tres tramos (usar radial norote o cost norte), rutas 68 y 78 operativas"
62;None;Tsunami atraviesa todo el Océano Pacífico y mata a por lo menos cinco personas http://bit.ly/9e8TFN #terremotochile
63;None;HACE 40 MINTS . HUBO REPLICA DE 7 PUNTOS ,, MUY FUERTE Y MUY LARGA , comentan periodistas chilenos ,!
64;None;Chovendo aqui em Itú, me likes :) -
65;None;El buscador de Google para familiates desaparecidos www.connections.net/chile. Daños graves en varios hospitales.
66;None;RT @pedromerida: Las cacerolas que ayer taladraron el ánimo de ???Esteban??? son propensas a múltiples replicas
67;Comunicación;@tvn_mauricio mi familia esta aislada y no tenemos comunicacion con ellos. Estan en BATUCO, a 30km de TALCA hacia la costa
68;None;terremoto en números: 47% de la energía que ha liberado la tierra en los últimos 100 años lo ha hecho en Chile
69;None;La declaracion de Maremoto se dió ayer y aún no se auxilia la zona costera maule biobio. necesitamos ayuda inmediata #terremotochile
70;None;Humor Grafico en http://www.jrmora.com/blog/2010/02/28/tsunami-en-hawaii/
71;Comunicación;@Vignia rodrigo ya tiene info de temuco??
72;None;??? @JoseLuisAlmanza: @mrduranch Buen dia, ha vuelto a temblar chile segun este informe. http://2tu.us/1p2j
73;Comunicación;RT @TatianaRamosA: @ayudachile necesito info de Zuñiga, pueblo próx. de Sn Vicente de TaguaTagua, familia Arce Rodriguez
74;None;@tvn_mauricio que pasa con los reporteros de parral ...
75;None;porque no hay imagenes
76;None;RT @gbustamante envíen direcciones de las personas que necesitan ubicar puedo ir por ellos. Saludos
77;None;Donativos para ayudar a Chile por medio de UNICEF http://www.google.com/relief/chileearthquake/
78;None;¡RT @civicolive LISTA DE DESAPARECIDOS! FAVOR DIFUNDIR http://www.tconnections.net/chile/ #terremotochile #chilequake
79;Comunicación;@ayudachile se sabe algo de la ciudad de Lebu?
80;None;si necesitan información, twiteen con la marca #terremotochile... pichilemu
81;None;@SiciliaStandUp por fa está bien ayudes a concienciar para prevenir pero creo q ya está bien la alarmasobre posible terremoto..sufrimos!!
82;None;RT @twiterillo @sarahilezama @TVN24H #terremotochile Barcos calles d Talcahuano pesan mínimo 80 toneladas, imaginen la fuerza de las olas
83;None;Terremoto y tsunami enlutan el año bicentenario titula en su tapa en díario La Tercera de Santiago. http://myloc.me/4i017
84;Alimento;Para entregar mercaderia deberian encargarse carabineros en concepcion y entregar la alimentacion de los supermercados... #fb
85;;@CarmeBarcelo  te espero en punto pelota un fan desde Marruecos ! visca el barça
86;Personas;@CruzRojainforma @ayudachile  Se Necesita que envien ayuda a flia cepeda en camino de la plegaria No.6800 la florida santiago (via @caxiom)
87;None;Michelle Bachelet reconoce con dificultad que lo ocurrido en la costa de la VII corresponde a un maremoto #terremotochile #tsunamienchile
88;None;#terremotoenchile buscador de personas en Chile - Person Finder .... http://losmashablados8.blogspot.com/
89;Agua;En talca siguen sin luz, agua... Celulares sin baterias.... A mi familia decirles que los amo, tratare de ir sea como sea
90;None;@gabozerpa situacion irregular, pronostico terrorifico. Se espera lo peor! El tsunami llegó a Perth!!!   http://tweetphoto.com/12813034
91;None;Guia animado de terremotos http://www.bbc.co.uk/portuguese/ciencia/2010/01/100113_terremotoguiaanimado.shtml #terremoto
92;None;RT: @caterinack LISTA DE DESAPARECIDOS! FAVOR DIFUNDIR http://www.tconnections.net/chile/ (via @cerati)
93;None;A todo esto, aunque sea trivial... S. Bitar no puede ser tan cretino como para decir lo que dijo sobre el terremoto y La Moneda
94;Seguridad;En concepcion los saqueadores comen plasmas y electrodomesticos.
95;None;Pfff
96;None;con el terremoto me reconcilie con mi mama!!!que no veia hace dos meses
97;Personas;@ayudachile Buscando a Luis Alberto Guevara Weber en  Chile, please RT
98;None;@jumastorga las autoridades señalaron que no había alerta de tsunamis, quién se hace responsable ahora???????????????
99;None;el terremoto me hizo llegar a esto. Sólo quiero asegurarme de que estén bien. slds.
100;Comunicación;alguna informacion de capitan pastene #terremotochile
101;Personas;@ayudachile Se busca a Edgar Enrique Meneses Jaimes es padre d una iglesia en Santiago. Su familia en Tachira Venezuela lo busca. Please RT
102;None;Despertando con un día nublado, en La serena, ya no se siente nada...no sé si todavía hay marejadas en la playa. #terremotochile
103;Comunicación;RT @alfredodiaz: Tengo 0 contacto con talca. // me pasa lo mismo
104;Personas;@cnnchile @tele13online favor noticias sobre concepción, busco a una tía Julia Patricia Guzmán Oñate, avisen #terremotochile
105;Comunicación;Terremoto en chile, no puedo contactarme con mi familia en Penco
106;None;#terremotochile 110 replicas hasta el momento
107;Seguridad;@aayala19 Amen, pasan de 2 millones los danmificados, las zonnas mas afectadas malue y biobio, hay saqueos en concepcion !!!
108;None;Paso Libertadores ha permanecido abierto para todo tipo de vehículos.  #terremotochile  #chile
109;None;@tvn_mauricio las autoridades señalaron que no había alerta de tsunamis, quién se hace responsable ahora???????????????
110;None;RT @LupeeLupee: RT @unavezalasemana: Más de 90 réplicas desde el #terremotochile. Nueve al menos entre 6 y 7 grados
111;None;"5 Sur:de Chillán al Sur,habilitada;probl salida sur pte biobio;km533 socavon,1 pista opera.Habilitarán Los angeles-angol-lossauces-traiguen"
112;None;@fernandopaulsen EL MONO ERA MEJOR
113;None;@tvn_mauricio Aqui la lista detallada SOLO de los sismos que han ocurrido en Chile http://bit.ly/9hunfW
114;None;RT @mveragonzalez: Paso Libertadores ha permanecido abierto para todo tipo de vehículos.  #terremotochile  #chile
115;None;volviendo a Radio @biobio en http://www.ustream.tv/channel/micronauta Voy a estar pasando la radio y TV según lo q vayan dando.
116;Comunicación;@tele13online mi familia esta aislada y no tenemos comunicacion con ellos. Estan en BATUCO, a 30km de TALCA hacia la costa
117;None;Buenos Dias Saludos a toda la gente del centro- sur de chile afectada por el terremoto  #TerremotoChile
118;None;nadie niega que mucha gente este trabajando, pero nadie puede negar que la informacion ha sido poca, lenta y difusa
119;Personas;@Cristian_3com estan bien con tu mujer e hijos? Dd te pilló el terremoto? Estabas en chíllan?
120;None;@pintamonas sólo fue de 6.2º en parral se sintió más fuerte con 7º
121;None;Me parte el alma ver como la gente pide información de sus allegados en #terremotochile :(
122;None;Papa expresa solidaridad con víctimas del terremoto en Chile http://bit.ly/c1MmSq
123;None;La mansion que tiene viejito perverso en Santiago no sufrio daño alguno en el terremoto.
124;Comunicación;@tvn24h Favor alguna informacion de Curanilahue, provincia de arauco
125;None;http://www.youtube.com/watch?v=AfDY9oYhle4&NR=1 buen video de motivacion para quien esta luchando con porno
126;None;mas y mas de lo mismo ...... más replicas .. más noticias ... será sano ver tanta noticia????
127;None;??ltimas imágenes de la ciudad afectada por el terremoto http://bit.ly/99PV2k
128;None;"RT @rodrigojpinto RT @cultrun quiero fotos del terremoto donde se vean ""marcas"" españolas para reportaje en el mundo: john.muller@elmundo.es"
129;None;#chile dijeron que no había peligro de tsunami y hubo tsunami en varias localidades..  Que pasó ahí con las autoridades??
130;None;fuerza alas familias de la octava region !!!
132;None;fuerza chile .....
133;Electricidad;RT @pablobello: Mientras el servicio eléctrico no esté normalizado, los servicios de telecomunicaciones estarán vulnerables. #terremotochile
134;None;pueden cree r que aun sigo asombrado sobre el terremoto ocurrido en #Chile ?
135;None;BT @AlbertoRavell La mansion que tiene viejito perverso en Santiago no sufrio daño alguno en el terremoto.
136;None;@carolafuentes tienes toda la razon siempre negaron o desconocieron el peligro de tsunami. http://myloc.me/4i09L
137;None;Haz RT de la lista de desaparecidos en: http://www.tconnections.net/chile/ #terremotochile
138;None;RT @Polawitch: @tvn_monicar puedes enviar la info de los albergues que dieron recien please!
139;Comunicación;@tvn_mauricio Mauricio, tenemos familiares en Chillán, imposible cominicarse con ellos y solo se habla de talca y concepción que pasara?
140;None;Que horror que te digan 'Mañana a tal hora está previsto un tsunami para el lugar donde vivís. Vas a ser evacuado' ME PEGO UN TIRO.
141;Personas;Todavía tratando de contactar a mis viejos #terremotochile
142;Comunicación;@jumastorga mi familia esta aislada y no tenemos comunicacion con ellos. Estan en BATUCO, a 30km de TALCA hacia la costa
143;None;RT @jumastorga: RT @abarros: LISTA DE DESAPARECIDOS! FAVOR DIFUNDIR http://www.tconnections.net/chile/ #terremotochile
144;None;Por lo menos 110 réplicas se han registrado luego del terremoto, esto según el Instituto de Sismología :S
145;None;RT: @officialpausini my heart is with chile! mi corazon esta con mi querido chile!
146;None;RT @sinoficina: #terremotochile Por favor, poned esto http://bit.ly/9JlLnH  en vuestros blogs para que la gente encuentre familiares
147;None;RT @ayudachile: pueden hacer listas de sobrevivientes y suministrala a @cruzrojainforma @golem4 #terremotochile
148;None;Dos sismos leves a registrado funvisis en nuestro pais en horas de la madrugada el primero en el tigre y el segundo en valencia
149;None;#chile #terremotochile replica en Talca de 7 grados, sigue temblando en Chile
150;None;Solo la victoria contundente d la unidad en septiembre permitira l libertad d presos politicos, regreso d exiliados y cese d la represion.
151;None;Comenzando un nuevo día... Cada vez mas conmocinado, la información ira llegando de a poco... Esperemos q sea un buen día. Animo chilenos!!!
152;None;Alguien me puede confirmar que una replica de chile a alcanzado los 8 grados? #terremotochile
153;Seguridad;Pena, concepción saqueo de electrodomesticos en grandes tiendas, policia resguarda esto en vez de poder ayudar a la gente atrapada en ciudad
154;Comunicación;@ayudachile mi familia esta aislada y no tenemos comunicacion con ellos. Estan en BATUCO, a 30km de TALCA hacia la costa
155;None;RT @juanpablotapia: #fuerzachile / Buenos días! Vamos Chile Carajo!!! /via @paulo_saavedra
156;None;terremoto en chile
157;Comunicación;@radio biobio cuentenme que ha pasado como pasaron la noche estoy en Venezuela y no tengo informacion de mi familia en Lota
158;None;Que en las Noticias no hablen de una localidad  no significa que están a salvo, todo lo contrario. #terremotochile
159;Personas;#terremotochile Por favor, si alguien sabe de Ximena Alejandra Leon Mellado o su familia en Los Angeles o Concepecion, hagamenlo saber...
160;None;@a_rosson ¿Como supistes esa información? (80 fallecidos)?
161;None;RT @ayudachile: Movistar Venezuela con 50% de descuento en llamadas a Chile
162;None;aqui otra via de información www.ustream.tv/channel/tv-de-chile/
163;None;"cuando terminara esta pesadilla;"
164;None;siento mucha pena al ver a mi pais en estas condiciones,gracias a dios toda mi famila esta bien...
165;None;"Buenos dias; hoy es el dia de Dios, oremos para que Dios le de fuerzas y fortaleza a los chilenos para pasar esta prueba tan fuerte...amen"
166;None;RT @ecuavisa: Un fuerte temblor se acaba de sentir en Guayaquil. No se sabe aun la intensidad ni las consecuencias del mismo
167;None;puto terremoto, lo bueno sin victima que lamentar, lo malo perdi dos teles, solo me dedique a salvar mi LCD, saludos, VAMOS CHILE CONCHE....
168;None;Web con enlaces para buscar personas y servicios para comunicarse http://bit.ly/bV6N2N #terremotochile
169;None;RT @ayudachile: Movistar Venezuela con 50% de descuento en llamadas a Chile http://myloc.me/4i0f8
170;Comunicación;no puedo mcomunicarme con cauquenes, talcahuano ni temuco!!!!!
171;Comunicación;Busco información de Dichato, alguien sabe algo? Busco a Humberto Segura Cid #terremotochile
172;Electricidad;en chillan desconectados, sin electricidad, pero avcs las lineas fijas funcionan (#moteconhuesillo live at http://ustre.am/cUg7)
173;None;A partir de esta hora, mostraremos en pantalla los mensajes que me envíen para buscar/saber de personas. Favor RT #terremotochile
174;None;Y el ejercito? #terremotochile #chile
175;None;RT @ayudachile: RT @gbustamante envíen direcciones de las personas que necesitan ubicar puedo ir por ellos. Saludos
176;Seguridad;Si el Gobierno no actúa ahora la situación se pondrá peor ante una clara tendencia a la explosió social #terremotochile
177;None;Nick en Simon geven live concert in Elisabethzaal http://tinyurl.com/y8nfy2r
178;Comunicación;@Chile #terremotochile Alguen sabe como estan las cosas en Lebu?
179;None;hoy vamos a la casa d mi abuelita  :)
180;None;RT @datastrategia:LISTA DE DESAPARECIDOS! FAVOR DIFUNDIR http://www.tconnections.net/chile/ #terremotochile #chilequake
181;None;Qué hambreeeeeeeeeee
182;None;otra replica fuerte!!!!
183;None;@victoria1039fm Desvio en inicio de autopista hacia Pto. Cabello genera un poco retencion. http://myloc.me/4i0iR
184;None;os recomiendo el restaurante, al Iñigo ¡y al cristiano!
185;None;Manual para actuar antes, durante y después de un #sismo  http://bit.ly/ceGpPU
186;None;Emol » Tsunami en Juan Fernández deja al menos tres muertos http://bit.ly/bZ1bmp
187;None;en altamíra con los space hoppers de sony ericcsob
188;None;Google tiene más registros q otros. Si buscas a alguien http://goo.gl/k6O9 y si tienes info sobre alguien http://goo.gl/8NZs #TerremotoChile
189;None;#TerremotoChile @ayudachile RT @Keysi_Mer_Der: Intentando comunicarme con mi viejo en #parral para nuevos reportes del pueblo... pero nada..
190;None;@tvn_mauricio Por favor  necesitamos información de Chiguayante, hualqui
191;None;ni dicen nada...  estamos preocupados
192;None;Grupo en Facebook sobre Pelluhue, Cauquenes http://www.facebook.com/group.php?v=wall&ref=mf&gid=329929709302 #chile #terremotochile
193;Comunicación;tienen noticia del pueblo de Zuñiga, sexta región (proximo a San Vicente de T.T.), viven mis abuelos y no se nada de ellos :(#terremotochile
194;Agua;en Talcahuano no tienen agua, comida ni ayuda. En concepcion estan saqueando el lider, carabineros con gases lacrimogenos tarat de controlar
195;None;Por favor ayudennos a difundir esta cuenta @ayudachile para encontrar y dar aviso de gente incomunicada o desaparecida
196;Agua;la gente se empieza a deseperar en talca ,no tienen servicio de agua ni electr,las conex telefonicas ,no son optimas !la zona esta debastada
197;Comunicación;Por favor, entreguen información nueva de regiones, los angeles, chillán,  chiguayante,tenemos claro lo que paso en Maipú. Gracias!!!!
198;None;@Karo_rock espero que hayas pasado buena noche =)
199;None;RT @rodrigozambrano: La Villa Olimpica de ??uñoa ha colapsado, en vivo en Mega #chile #terremotochile
200;None;Paso Libertadores ha permanecido abierto para todo tipo de vehículos. #terremotochile #chile
201;None;Todos lo vimos RT @CarmeBarcelo: El Barça se lo curró y se hizo justicia pero vi cosas que me preocuparon. Nos vemos mañana en Punto Pelota
202;None;@carolafuentes efectivamente, es más, a las 4:10 jefe de la Armada x radio @biobio dijo q' se descartaba 'totalmente' un tsunami en Chile.
203;None;@parraletz Qué distro usas?
204;None;Cuando habren el Aeropuerto de santiago ?  saben si el cruce los libertadores esta habilitado y si hay transito vehicular, taxis y buses ?
205;Personas;#terremotochile Informacion de la familia de Oscar Apablaza en temuco, porfa
206;None;Tel. Consulado de Chile en México (celular) para informes 044 55 35 78 86 39 #terremotochile #terremotoenchile
207;None;RT@ecuavisa:Preliminarmente se conoce que el sismo fue de 5,3 grados y que su epicentro habria sido en Manabi. No hay aun reportes de danos.
208;None;Mucho animo y fuerza a todos los chilenos http://bit.ly/9QCcsU
209;None;RT @tvn_mauricio: A partir de esta hora,  en pantalla los mensajes que me envíen para buscar/saber de personas. Pls RT #terremotochile
210;None;Ojala no sea asi, pero siento que al gobierno se le esta escapando de las manos todo esto #terremotochile
211;None;Siguen las replicas en las ciudades mas afectadas en Chile :/ fuerzas talca, concepción , santiago.
212;None;@dualvaio como estás?
213;None;@Anahi te mando luz angelito,a ti y a todas las personas de chile,mucha luz y amor!
214;None;@cnnchile Villa Olimpica de ??uñoa con serios daños ... falta ayuda
215;None;RT @NoEndosable: RT @AlbertoRavell La mansion que tiene viejito perverso en Santiago no sufrio daño alguno en el terremoto.
216;None;Mmm replica desgraciada.. Podría haber sido un poco mas tarde para dormir otro poquito...
217;None;"RT @conystipicic: 5 Sur:de Chillán al Sur,habilitada;probl salida sur pte biobio;km533 socavon,1 pista opera...."
218;None;Cancelada alerta de tsunami en países del Pacífico http://bit.ly/9iQxkk
219;None;La Onemi dijo que no habia riesgo de tsunami cuando ya todo estaba arrasado por el agua.
220;Seguridad;Saqueos y pillaje en concepción, es una vergüenza en medio del dolor! Pero con la esperanza de que no es una realidad masificada...
221;None;@lolon88 ooh enserio?como lo hiciste?red fija?mi abuelo vive en Los Lirios a si que me dejas un poco mas tranquila,gracias!
222;None;EL mundo y su apoyo a distancia: http://mx.news.yahoo.com/s/ap/100228/latinoamerica/mun_gen_chile_terremoto_reacciones
223;None;chicos de todo el mundo vamos a unirnos por nuestros hermanos chilenos los mas afectados!!
224;None; 568 1290/ 568 1295 #terremotochile
225;None;Al menos 300 muertos por devastador terremoto en Chile http://bit.ly/bl1xlj
226;Seguridad;A un día del terremoto, no es posible robar por hambre. Es sólo robo y vandalismo.  (#moteconhuesillo live at http://ustre.am/cUg7)
227;None;09:29 - Fuerte réplica en Chile tras el devastador terremoto que causó más de 300 muertos: Alrededo... http://tinyurl.com/ylbbngq #misiones
228;None;Mirando la caga q quedó me doy cuenta q en mi casa no fue nada..
229;None;Asi es!!RT @elsymanzanares: Buenos días twiteros...sigamos con nuestras oraciones por los hermanos chilenos!
230;None;miren, tengo el numero de celular de @hayquestarloco , el que sale en skype: +56990710047 , pero me quede sin saldo, el que lo pueda llamar.
231;Personas;Llegando recien de mis vacaciones. Mala mia q me toco vivir el terremoto en la carretera entre Temuco y Talca pero gracias a Dios toy bien.
232;None;Pueblo de Zuñiga, sexta región #terremotochile
233;None;"#terremotochile Las últimas tres réplicas en el maule han ocurrido a las 8:25 (terremoto) -&gt; 8:50 -&gt; 9:10 con intensidad 6.1, 5.1 y 5.0"
234;None;sobrevivi una noche mas en chile!
235;None;@ayudachileRT @cerati: CRUZ ROJA CHILENA -Santiago Tel.(2)7771448-7771216 Fax(2)7370270-(2)7776038-mail:comunicaciones@cruzroja.cl
236;Agua;RT @carolafuentes: en Talcahuano no tienen agua, comida ni ayuda. En concepcion estan saqueando el lider, carabineros con gases lacrimogenos
237;None;@velezcnn hace dos horas aproximadamente hubo un sismo en Ecuador http://earthquake.usgs.gov/earthquakes/recenteqsww/Quakes/us2010tgcr.php
238;None;@conystipicic Sabes algo del tramo stgo-rancagua?
239;Personas;Con el alma en un Hilo por no saber de mi amiga Angelina Apablaza inostrosa, no se si esta en stgo o en pelluhue..
240;None;RT @conystipicic: ... Habilitarán Los angeles-angol-lossauces-traiguen
241;Comunicación;Aún sin poder comunicarme con #constitución. Los medios por fin comienzan a dar infó de estas  zonas q son las + afectadas #terremotochile.
242;None;Noticiero Digital :: Ver tema - Cacerolazos en el valle, 27/02/2010 (video) http://goo.gl/LhFf
243;None;trato de informarme de los ultimos tsunamis de la noche recien pasada en chile
244;None;@elsymanzanares  buenos dias querida amiga aun no se de Rodrigo! Rece por el pueblo chileno!
245;None;"Bien por la @futurofm por transmitir música y su programación ""habitual"" ayuda a calmar bastante los ánimos"
246;None;O.o RT @AlbertoRavell: Japon de nuevo en alerta de tsunami.
247;None;RT @AlbertoRavell: Investigan a Papi Papi(Rangel Avalos),empresa de su cuñado tuvo q devolver dinero al (cont) http://tl.gd/che5t
248;None;@nataaalia solo pudo hablar con su hija q perdio cosa y la ksa se partio wna pa cel dificil muy dificil contactar
249;None;Dios nos acompañó a toda mi familia dormimos no tan bien desperté  a la hora del terremoto pero no ia pasado nada malo por ahora :)
250;None;sismo se ensañó con el maule
251;None;@prensarcr  Buenos dias despertando con una replica de 6,5° aca en Stgo de Chile
252;None;rt @tvn_mauricio mostraremos en pantalla los mensajes que me envíen para buscar/saber de personas. Favor RT #terremotochile
253;None;El sitio de la USGS reporta cada una de las replicas y la ubicacion http://bit.ly/b4WDxx #terremotochile
254;Comunicación;RT @Devoitka: alguien sabe si hay alguna entrada a Concepción por auto?? #terremotochile
255;None;RT @AlbertoRavell: Canceladas todas las alertas de tsunami.
256;None;RT @doserre: Solo 1victoria unitaria contundente  el 26/9 eptiembre l libertad d presos politicos,regreso d exiliados y cese d la represion.
257;None;RT @jumastorga: Cubriendo el país vía radios Duna, Zero, Paula y Carolina con programa especial del #terremotochile
258;None;RT @ayudachile RT @gbustamante envíen direcciones de las personas que necesitan ubicar puedo ir por ellos. Saludos
259;None;@Girl_4 gracias! Pues tirándola muchas veces con una mano y con el disparador en la otra mano hasta que salió :-)
260;None;necesitamos noticias de Palomares concepcion y arauco
261;None;Dormí muy bien desde las 12:30 hasta y desperté solo 1 vez y no fue por una replica.
262;None;a los 0.24 se ve el cielo morado, es el segundo en que parte el #terremotochile http://tinyurl.com/yflfbzs
263;None;@tvn_mauricio  hola mauricio favor comentar si los mall abren hoy domingo para la gente que trabaja en ellos
264;None;"@yellybernal GRACIAS por esos responsables consejos ""en caso de sismos""..."
265;Comunicación;@lajaimaslinda como estay?? Que noticias hay en conce? Y en chiguayante?
266;None;Top5 temas populares: 1 #terremotochile 2^ Embajada de Chile 3^ Terremoto de Chile 4^ TV Chile 5^ Santiago de Chile http://es.twirus.com
267;None;09:29 - Fuerte réplica en Chile tras el devastador terremoto que causó más de 300 muertos http://url4.eu/1Upnw
268;None;@24horasnoticias 
269;None;se sabia del terremoto de constitucion (leer abstract y conclusion)
270;None;haré desayuno...
271;None;Temp.: 17.2 °C, Hum.: 73%, Cond.: Nubosidad parcial
272;None;Google cria busca de desaparecidos no terremoto do Chile http://migre.me/lErQ
273;None;me ponia a pensar en los haitianos que vinieron refugiados a Chile...y tener que vivir de nuevo la misma experiencia!! =( #terremotochile
274;None;RT @gbustamante: @jjoretamal si man estamos bien gracias a Dios!! tú cómo vas?// bien acá en quilpue no fue nada en comparacion con conce
275;None;replica nuevamente aca en #chimbarongo pero suave #terremotochile #tvn
276;Seguridad;#terremotochile Entre el dolor y la desesperación, los saqueos en Chile.
277;None;Segundo edifício desaba na cidade chilena de Concepción: CONCEPCI??N, Chile (Reuters) - Um segundo edifício desabou... http://bit.ly/cPh1tX
